timestamp,s_ph_sil_tput,f_k_coal_tput,f_k_coal_ncv
2023-01-05 02:00:00,154.82,12.37,6000
2023-01-05 03:00:00,158.36,12.76,6000
2023-01-05 04:00:00,142.81,10.91,6000
2023-01-05 05:00:00,175.44,14.77,6000
2023-01-05 06:00:00,147.66,11.89,6000
2023-01-05 07:00:00,145.24,11.73,6000
2023-01-05 08:00:00,143.25,11.39,6000
2023-01-05 09:00:00,164.23,13.91,6000
2023-01-05 10:00:00,172.47,14.14,6000
2023-01-05 11:00:00,160.0,12.47,6000
2023-01-05 12:00:00,168.38,13.25,6000
2023-01-05 13:00:00,171.34,13.51,6000
2023-01-05 14:00:00,180.67,14.24,6000
2023-01-05 15:00:00,172.75,14.48,6000
2023-01-05 16:00:00,163.94,13.31,6000
2023-01-05 17:00:00,162.94,13.78,6000
2023-01-05 18:00:00,152.44,11.91,6000
2023-01-05 19:00:00,156.43,12.37,6000
2023-01-05 20:00:00,142.4,11.2,6000
2023-01-05 21:00:00,163.74,13.19,6000
2023-01-05 22:00:00,154.99,12.23,6000
2023-01-05 23:00:00,150.82,12.15,6000
2023-01-06 00:00:00,156.24,12.78,6000
2023-01-06 01:00:00,148.95,11.95,6000
2023-01-06 02:00:00,140.99,11.56,6000
2023-01-06 03:00:00,160.0,12.5,6000
2023-01-06 04:00:00,164.1,12.98,6000
2023-01-06 05:00:00,164.39,13.36,6000
2023-01-06 06:00:00,153.4,12.78,6000
2023-01-06 07:00:00,145.58,11.72,6000
2023-01-06 08:00:00,152.23,11.95,6000
2023-01-06 09:00:00,147.38,11.66,6000
2023-01-06 10:00:00,159.35,12.44,6000
2023-01-06 11:00:00,160.68,12.8,6000
2023-01-06 12:00:00,164.79,13.61,6000
2023-01-06 13:00:00,163.78,13.41,6000
2023-01-06 14:00:00,148.35,11.79,6000
2023-01-06 15:00:00,162.63,12.62,6000
2023-01-06 16:00:00,168.76,12.92,6000
2023-01-06 17:00:00,134.95,10.65,6000
2023-01-06 18:00:00,161.96,12.77,6000
2023-01-06 19:00:00,163.39,12.87,6000
2023-01-06 20:00:00,157.14,12.32,6000
2023-01-06 21:00:00,144.32,12.03,6000
2023-01-06 22:00:00,142.0,11.59,6000
2023-01-06 23:00:00,165.36,12.48,6000
2023-01-07 00:00:00,180.25,14.31,6000
2023-01-07 01:00:00,179.99,14.21,6000
2023-01-07 02:00:00,186.68,15.43,6000
2023-01-07 03:00:00,150.62,11.79,6000
2023-01-07 04:00:00,163.76,13.56,6000
2023-01-07 05:00:00,185.69,15.1,6000
2023-01-07 06:00:00,145.58,11.46,6000
2023-01-07 07:00:00,158.41,12.73,6000
2023-01-07 08:00:00,150.76,12.56,6000
2023-01-07 09:00:00,159.21,12.7,6000
2023-01-07 10:00:00,142.8,11.72,6000
2023-01-07 11:00:00,169.8,13.43,6000
2023-01-07 12:00:00,156.07,12.63,6000
2023-01-07 13:00:00,143.07,11.47,6000
2023-01-07 14:00:00,163.16,12.84,6000
2023-01-07 15:00:00,150.29,12.06,6000
2023-01-07 16:00:00,148.29,11.77,6000
2023-01-07 17:00:00,156.7,12.14,6000
2023-01-07 18:00:00,163.95,12.85,6000
2023-01-07 19:00:00,168.4,13.3,6000
2023-01-07 20:00:00,152.25,11.87,6000
2023-01-07 21:00:00,156.5,12.51,6000
2023-01-07 22:00:00,140.11,11.19,6000
2023-01-07 23:00:00,171.03,13.39,6000
2023-01-08 00:00:00,159.67,13.22,6000
2023-01-08 01:00:00,158.62,12.51,6000
2023-01-08 02:00:00,165.5,13.31,6000
2023-01-08 03:00:00,144.13,11.38,6000
2023-01-08 04:00:00,155.04,12.47,6000
2023-01-08 05:00:00,172.09,13.98,6000
2023-01-08 06:00:00,135.26,11.42,6000
2023-01-08 07:00:00,157.86,12.46,6000
2023-01-08 08:00:00,150.79,11.77,6000
2023-01-08 09:00:00,153.17,12.46,6000
2023-01-08 10:00:00,152.99,12.75,6000
2023-01-08 11:00:00,157.38,12.5,6000
2023-01-08 12:00:00,177.4,14.02,6000
2023-01-08 13:00:00,163.43,13.39,6000
2023-01-08 14:00:00,159.95,12.96,6000
2023-01-08 15:00:00,172.37,13.25,6000
2023-01-08 16:00:00,152.61,12.19,6000
2023-01-08 17:00:00,167.32,13.26,6000
2023-01-08 18:00:00,162.29,12.91,6000
2023-01-08 19:00:00,163.83,13.4,6000
2023-01-08 20:00:00,151.65,12.54,6000
2023-01-08 21:00:00,160.94,13.39,6000
2023-01-08 22:00:00,158.05,13.45,6000
2023-01-08 23:00:00,161.48,12.72,6000
2023-01-09 00:00:00,164.09,13.67,6000
2023-01-09 01:00:00,154.82,12.37,6000
2023-01-09 02:00:00,156.61,12.31,6000
2023-01-09 03:00:00,163.83,13.56,6000
2023-01-09 04:00:00,164.23,13.16,6000
2023-01-09 05:00:00,163.2,12.77,6000
2023-01-09 06:00:00,149.31,11.79,6000
2023-01-09 07:00:00,164.96,12.98,6000
2023-01-09 08:00:00,165.68,12.67,6000
2023-01-09 09:00:00,165.38,13.88,6000
2023-01-09 10:00:00,171.27,13.49,6000
2023-01-09 11:00:00,162.52,13.15,6000
2023-01-09 12:00:00,165.02,13.81,6000
2023-01-09 13:00:00,153.23,13.12,6000
2023-01-09 14:00:00,147.78,11.67,6000
2023-01-09 15:00:00,147.91,12.23,6000
2023-01-09 16:00:00,162.36,13.25,6000
2023-01-09 17:00:00,174.93,14.78,6000
2023-01-09 18:00:00,146.56,11.68,6000
2023-01-09 19:00:00,168.56,13.47,6000
2023-01-09 20:00:00,152.95,12.14,6000
2023-01-09 21:00:00,164.33,13.46,6000
2023-01-09 22:00:00,167.69,13.65,6000
2023-01-09 23:00:00,140.45,11.49,6000
2023-01-10 00:00:00,155.93,11.96,6000
2023-01-10 01:00:00,161.21,13.16,6000
2023-01-10 02:00:00,172.66,13.95,6000
2023-01-10 03:00:00,149.28,11.2,6000
2023-01-10 04:00:00,144.92,11.52,6000
2023-01-10 05:00:00,152.25,12.3,6000
2023-01-10 06:00:00,181.77,14.22,6000
2023-01-10 07:00:00,155.01,12.46,6000
2023-01-10 08:00:00,169.58,13.99,6000
2023-01-10 09:00:00,184.83,15.18,6000
2023-01-10 10:00:00,159.17,12.89,6000
2023-01-10 11:00:00,162.03,13.29,6000
2023-01-10 12:00:00,158.84,12.85,6000
2023-01-10 13:00:00,150.56,12.53,6000
2023-01-10 14:00:00,154.59,12.46,6000
2023-01-10 15:00:00,160.74,13.3,6000
2023-01-10 16:00:00,144.13,11.62,6000
2023-01-10 17:00:00,148.67,11.96,6000
2023-01-10 18:00:00,170.63,14.82,6000
2023-01-10 19:00:00,159.97,13.07,6000
2023-01-10 20:00:00,184.5,14.61,6000
2023-01-10 21:00:00,174.3,14.31,6000
2023-01-10 22:00:00,162.93,12.85,6000
2023-01-10 23:00:00,153.35,12.11,6000
2023-01-11 00:00:00,171.3,14.31,6000
2023-01-11 01:00:00,153.88,12.58,6000
2023-01-11 02:00:00,150.1,12.27,6000
2023-01-11 03:00:00,151.14,11.79,6000
2023-01-11 04:00:00,186.86,15.78,6000
2023-01-11 05:00:00,145.7,11.0,6000
2023-01-11 06:00:00,169.54,13.09,6000
2023-01-11 07:00:00,155.21,12.74,6000
2023-01-11 08:00:00,155.24,12.56,6000
2023-01-11 09:00:00,160.36,12.96,6000
2023-01-11 10:00:00,153.94,12.43,6000
2023-01-11 11:00:00,169.47,13.53,6000
2023-01-11 12:00:00,152.22,11.9,6000
2023-01-11 13:00:00,154.22,12.51,6000
2023-01-11 14:00:00,170.68,13.2,6000
2023-01-11 15:00:00,161.35,12.89,6000
2023-01-11 16:00:00,139.85,11.47,6000
2023-01-11 17:00:00,160.32,13.22,6000
2023-01-11 18:00:00,158.39,13.06,6000
2023-01-11 19:00:00,169.65,14.04,6000
2023-01-11 20:00:00,174.22,13.83,6000
2023-01-11 21:00:00,159.29,12.78,6000
2023-01-11 22:00:00,175.29,14.29,6000
2023-01-11 23:00:00,174.12,14.07,6000
2023-01-12 00:00:00,149.07,11.88,6000
2023-01-12 01:00:00,157.44,12.06,6000
2023-01-12 02:00:00,156.01,12.43,6000
2023-01-12 03:00:00,144.51,11.94,6000
2023-01-12 04:00:00,158.41,12.75,6000
2023-01-12 05:00:00,162.04,13.13,6000
2023-01-12 06:00:00,169.3,13.83,6000
2023-01-12 07:00:00,162.26,12.74,6000
2023-01-12 08:00:00,148.96,11.63,6000
2023-01-12 09:00:00,158.82,12.68,6000
2023-01-12 10:00:00,147.92,11.9,6000
2023-01-12 11:00:00,162.95,13.33,6000
2023-01-12 12:00:00,156.08,12.59,6000
2023-01-12 13:00:00,169.04,13.99,6000
2023-01-12 14:00:00,160.95,12.46,6000
2023-01-12 15:00:00,148.92,12.0,6000
2023-01-12 16:00:00,166.55,12.94,6000
2023-01-12 17:00:00,167.24,13.44,6000
2023-01-12 18:00:00,151.13,12.53,6000
2023-01-12 19:00:00,156.02,12.68,6000
2023-01-12 20:00:00,162.1,12.75,6000
2023-01-12 21:00:00,159.53,13.6,6000
2023-01-12 22:00:00,157.97,12.7,6000
2023-01-12 23:00:00,172.04,13.6,6000
2023-01-13 00:00:00,155.84,13.2,6000
2023-01-13 01:00:00,142.94,10.83,6000
2023-01-13 02:00:00,167.4,13.69,6000
2023-01-13 03:00:00,152.02,12.2,6000
2023-01-13 04:00:00,154.84,12.82,6000
2023-01-13 05:00:00,160.32,12.84,6000
2023-01-13 06:00:00,163.88,13.17,6000
2023-01-13 07:00:00,152.66,12.02,6000
2023-01-13 08:00:00,174.08,14.15,6000
2023-01-13 09:00:00,166.09,13.49,6000
2023-01-13 10:00:00,164.95,13.32,6000
2023-01-13 11:00:00,162.63,13.24,6000
2023-01-13 12:00:00,159.14,12.55,6000
2023-01-13 13:00:00,163.63,13.53,6000
2023-01-13 14:00:00,155.55,11.9,6000
2023-01-13 15:00:00,159.33,12.98,6000
2023-01-13 16:00:00,169.93,13.95,6000
2023-01-13 17:00:00,154.1,13.27,6000
2023-01-13 18:00:00,159.68,13.34,6000
2023-01-13 19:00:00,161.75,13.01,6000
2023-01-13 20:00:00,153.98,12.61,6000
2023-01-13 21:00:00,158.42,12.69,6000
2023-01-13 22:00:00,163.73,13.15,6000
2023-01-13 23:00:00,174.04,14.43,6000
2023-01-14 00:00:00,150.04,12.13,6000
2023-01-14 01:00:00,155.57,12.3,6000
2023-01-14 02:00:00,157.46,12.15,6000
2023-01-14 03:00:00,184.25,14.97,6000
2023-01-14 04:00:00,144.74,12.21,6000
2023-01-14 05:00:00,154.11,11.84,6000
2023-01-14 06:00:00,184.83,13.86,6000
2023-01-14 07:00:00,171.63,13.46,6000
2023-01-14 08:00:00,152.13,11.65,6000
2023-01-14 09:00:00,157.51,12.55,6000
2023-01-14 10:00:00,158.83,12.8,6000
2023-01-14 11:00:00,162.89,13.0,6000
2023-01-14 12:00:00,160.06,13.02,6000
2023-01-14 13:00:00,139.12,11.06,6000
2023-01-14 14:00:00,159.5,12.43,6000
2023-01-14 15:00:00,159.47,13.05,6000
2023-01-14 16:00:00,157.18,12.26,6000
2023-01-14 17:00:00,159.43,12.13,6000
2023-01-14 18:00:00,167.36,13.97,6000
2023-01-14 19:00:00,159.57,12.82,6000
2023-01-14 20:00:00,158.93,13.16,6000
2023-01-14 21:00:00,162.59,13.55,6000
2023-01-14 22:00:00,156.93,13.06,6000
2023-01-14 23:00:00,155.89,12.63,6000
2023-01-15 00:00:00,179.38,14.73,6000
2023-01-15 01:00:00,154.8,12.85,6000
2023-01-15 02:00:00,147.94,11.89,6000
2023-01-15 03:00:00,155.48,12.77,6000
2023-01-15 04:00:00,167.36,13.05,6000
2023-01-15 05:00:00,151.32,12.02,6000
2023-01-15 06:00:00,162.43,12.92,6000
2023-01-15 07:00:00,158.22,12.43,6000
2023-01-15 08:00:00,165.71,13.5,6000
2023-01-15 09:00:00,155.22,12.76,6000
2023-01-15 10:00:00,168.89,13.51,6000
2023-01-15 11:00:00,160.2,12.25,6000
2023-01-15 12:00:00,143.26,11.22,6000
2023-01-15 13:00:00,152.92,12.05,6000
2023-01-15 14:00:00,145.6,11.74,6000
2023-01-15 15:00:00,135.06,11.47,6000
2023-01-15 16:00:00,148.39,11.48,6000
2023-01-15 17:00:00,155.06,12.83,6000
2023-01-15 18:00:00,165.6,13.76,6000
2023-01-15 19:00:00,160.81,12.2,6000
2023-01-15 20:00:00,165.95,13.24,6000
2023-01-15 21:00:00,159.88,13.02,6000
2023-01-15 22:00:00,151.81,11.92,6000
2023-01-15 23:00:00,177.39,13.81,6000
2023-01-16 00:00:00,165.71,13.57,6000
2023-01-16 01:00:00,163.96,13.16,6000
2023-01-16 02:00:00,145.52,11.82,6000
2023-01-16 03:00:00,161.19,13.11,6000
2023-01-16 04:00:00,145.71,11.9,6000
2023-01-16 05:00:00,184.36,14.21,6000
2023-01-16 06:00:00,171.58,13.68,6000
2023-01-16 07:00:00,163.07,12.92,6000
2023-01-16 08:00:00,168.97,13.86,6000
2023-01-16 09:00:00,160.75,13.24,6000
2023-01-16 10:00:00,161.73,12.75,6000
2023-01-16 11:00:00,165.07,13.31,6000
2023-01-16 12:00:00,167.9,13.66,6000
2023-01-16 13:00:00,168.04,13.76,6000
2023-01-16 14:00:00,166.7,13.69,6000
2023-01-16 15:00:00,164.47,13.42,6000
2023-01-16 16:00:00,160.76,13.32,6000
2023-01-16 17:00:00,164.53,12.98,6000
2023-01-16 18:00:00,151.8,12.27,6000
2023-01-16 19:00:00,171.02,13.86,6000
2023-01-16 20:00:00,150.64,12.24,6000
2023-01-16 21:00:00,152.66,12.51,6000
2023-01-16 22:00:00,160.83,12.91,6000
2023-01-16 23:00:00,161.51,13.01,6000
2023-01-17 00:00:00,184.11,15.12,6000
2023-01-17 01:00:00,154.81,12.55,6000
2023-01-17 02:00:00,154.7,12.48,6000
2023-01-17 03:00:00,156.89,12.55,6000
2023-01-17 04:00:00,166.06,13.75,6000
2023-01-17 05:00:00,158.77,13.25,6000
2023-01-17 06:00:00,161.46,12.9,6000
2023-01-17 07:00:00,156.24,12.56,6000
2023-01-17 08:00:00,160.11,13.05,6000
2023-01-17 09:00:00,162.28,13.19,6000
2023-01-17 10:00:00,150.81,12.27,6000
2023-01-17 11:00:00,152.46,12.03,6000
2023-01-17 12:00:00,146.86,11.65,6000
2023-01-17 13:00:00,155.93,13.08,6000
2023-01-17 14:00:00,156.55,12.24,6000
2023-01-17 15:00:00,175.5,14.32,6000
2023-01-17 16:00:00,167.21,13.1,6000
2023-01-17 17:00:00,160.62,13.01,6000
2023-01-17 18:00:00,150.8,11.81,6000
2023-01-17 19:00:00,163.44,13.35,6000
2023-01-17 20:00:00,187.54,15.57,6000
2023-01-17 21:00:00,143.02,11.73,6000
2023-01-17 22:00:00,140.74,11.36,6000
2023-01-17 23:00:00,156.77,12.94,6000
2023-01-18 00:00:00,144.14,12.13,6000
2023-01-18 01:00:00,155.67,11.95,6000
2023-01-18 02:00:00,171.23,14.14,6000
2023-01-18 03:00:00,149.95,11.76,6000
2023-01-18 04:00:00,154.92,12.42,6000
2023-01-18 05:00:00,156.55,12.84,6000
2023-01-18 06:00:00,156.73,12.88,6000
2023-01-18 07:00:00,157.58,13.01,6000
2023-01-18 08:00:00,151.64,12.11,6000
2023-01-18 09:00:00,166.97,12.99,6000
2023-01-18 10:00:00,135.48,10.76,6000
2023-01-18 11:00:00,156.04,12.59,6000
2023-01-18 12:00:00,169.91,13.77,6000
2023-01-18 13:00:00,169.86,14.52,6000
2023-01-18 14:00:00,169.02,13.21,6000
2023-01-18 15:00:00,152.15,12.22,6000
2023-01-18 16:00:00,169.59,13.97,6000
2023-01-18 17:00:00,157.82,12.55,6000
2023-01-18 18:00:00,154.64,12.4,6000
2023-01-18 19:00:00,145.27,11.26,6000
2023-01-18 20:00:00,175.28,14.28,6000
2023-01-18 21:00:00,149.54,12.32,6000
2023-01-18 22:00:00,176.3,14.27,6000
2023-01-18 23:00:00,162.02,12.93,6000
2023-01-19 00:00:00,171.66,13.91,6000
2023-01-19 01:00:00,164.94,13.43,6000
2023-01-19 02:00:00,157.51,12.4,6000
2023-01-19 03:00:00,163.41,12.63,6000
2023-01-19 04:00:00,171.74,13.4,6000
2023-01-19 05:00:00,146.54,11.69,6000
2023-01-19 06:00:00,161.18,12.79,6000
2023-01-19 07:00:00,158.16,12.94,6000
2023-01-19 08:00:00,175.35,13.86,6000
2023-01-19 09:00:00,157.84,12.78,6000
2023-01-19 10:00:00,161.74,13.73,6000
2023-01-19 11:00:00,140.5,11.16,6000
2023-01-19 12:00:00,146.17,11.93,6000
2023-01-19 13:00:00,156.25,13.24,6000
2023-01-19 14:00:00,169.45,13.61,6000
2023-01-19 15:00:00,163.53,13.54,6000
2023-01-19 16:00:00,162.08,13.19,6000
2023-01-19 17:00:00,157.24,12.09,6000
2023-01-19 18:00:00,159.96,12.89,6000
2023-01-19 19:00:00,156.44,12.39,6000
2023-01-19 20:00:00,153.16,12.23,6000
2023-01-19 21:00:00,165.9,13.2,6000
2023-01-19 22:00:00,161.12,12.92,6000
2023-01-19 23:00:00,167.41,13.81,6000
2023-01-20 00:00:00,173.16,13.76,6000
2023-01-20 01:00:00,156.7,13.46,6000
2023-01-20 02:00:00,170.37,13.25,6000
2023-01-20 03:00:00,173.57,13.83,6000
2023-01-20 04:00:00,158.18,13.25,6000
2023-01-20 05:00:00,144.39,12.13,6000
2023-01-20 06:00:00,150.25,11.79,6000
2023-01-20 07:00:00,158.95,12.76,6000
2023-01-20 08:00:00,166.05,13.82,6000
2023-01-20 09:00:00,159.33,12.89,6000
2023-01-20 10:00:00,136.34,11.1,6000
2023-01-20 11:00:00,164.0,12.85,6000
2023-01-20 12:00:00,182.1,14.71,6000
2023-01-20 13:00:00,136.14,11.11,6000
2023-01-20 14:00:00,140.12,11.49,6000
2023-01-20 15:00:00,175.17,13.64,6000
2023-01-20 16:00:00,159.22,12.56,6000
2023-01-20 17:00:00,164.21,13.3,6000
2023-01-20 18:00:00,163.68,13.3,6000
2023-01-20 19:00:00,159.97,12.99,6000
2023-01-20 20:00:00,147.85,11.72,6000
2023-01-20 21:00:00,147.38,11.77,6000
2023-01-20 22:00:00,164.32,13.08,6000
2023-01-20 23:00:00,148.03,12.02,6000
2023-01-21 00:00:00,179.02,14.36,6000
2023-01-21 01:00:00,154.26,12.58,6000
2023-01-21 02:00:00,152.01,12.14,6000
2023-01-21 03:00:00,158.56,12.64,6000
2023-01-21 04:00:00,163.24,13.3,6000
2023-01-21 05:00:00,169.42,13.13,6000
2023-01-21 06:00:00,158.42,12.62,6000
2023-01-21 07:00:00,166.01,13.02,6000
2023-01-21 08:00:00,140.24,11.29,6000
2023-01-21 09:00:00,152.93,12.29,6000
2023-01-21 10:00:00,166.32,13.65,6000
2023-01-21 11:00:00,148.84,12.18,6000
2023-01-21 12:00:00,161.52,13.14,6000
2023-01-21 13:00:00,157.55,12.87,6000
2023-01-21 14:00:00,157.08,12.43,6000
2023-01-21 15:00:00,167.26,13.87,6000
2023-01-21 16:00:00,152.93,12.48,6000
2023-01-21 17:00:00,166.78,13.78,6000
2023-01-21 18:00:00,142.96,11.45,6000
2023-01-21 19:00:00,160.52,12.55,6000
2023-01-21 20:00:00,158.96,12.98,6000
2023-01-21 21:00:00,160.73,13.19,6000
2023-01-21 22:00:00,154.67,12.24,6000
2023-01-21 23:00:00,166.78,13.63,6000
2023-01-22 00:00:00,152.43,12.32,6000
2023-01-22 01:00:00,167.42,13.5,6000
2023-01-22 02:00:00,165.69,13.02,6000
2023-01-22 03:00:00,151.57,12.18,6000
2023-01-22 04:00:00,136.18,10.87,6000
2023-01-22 05:00:00,147.14,11.42,6000
2023-01-22 06:00:00,165.06,13.25,6000
2023-01-22 07:00:00,177.83,14.49,6000
2023-01-22 08:00:00,157.29,12.16,6000
2023-01-22 09:00:00,153.17,11.84,6000
2023-01-22 10:00:00,159.91,12.94,6000
2023-01-22 11:00:00,157.49,12.99,6000
2023-01-22 12:00:00,160.3,12.7,6000
2023-01-22 13:00:00,155.1,13.0,6000
2023-01-22 14:00:00,156.63,13.07,6000
2023-01-22 15:00:00,169.31,12.88,6000
2023-01-22 16:00:00,160.87,13.36,6000
2023-01-22 17:00:00,136.44,11.53,6000
2023-01-22 18:00:00,159.79,12.86,6000
2023-01-22 19:00:00,163.89,13.05,6000
2023-01-22 20:00:00,151.88,12.69,6000
2023-01-22 21:00:00,172.09,14.57,6000
2023-01-22 22:00:00,156.55,12.58,6000
2023-01-22 23:00:00,160.76,13.06,6000
2023-01-23 00:00:00,155.66,12.26,6000
2023-01-23 01:00:00,173.88,14.52,6000
2023-01-23 02:00:00,146.67,12.01,6000
2023-01-23 03:00:00,141.62,11.68,6000
2023-01-23 04:00:00,176.61,14.12,6000
2023-01-23 05:00:00,162.89,12.96,6000
2023-01-23 06:00:00,155.55,12.96,6000
2023-01-23 07:00:00,148.85,11.71,6000
2023-01-23 08:00:00,158.57,12.95,6000
2023-01-23 09:00:00,160.46,13.1,6000
2023-01-23 10:00:00,173.26,14.07,6000
2023-01-23 11:00:00,168.64,13.69,6000
2023-01-23 12:00:00,170.19,13.87,6000
2023-01-23 13:00:00,165.12,13.66,6000
2023-01-23 14:00:00,143.49,11.35,6000
2023-01-23 15:00:00,149.94,12.15,6000
2023-01-23 16:00:00,175.65,14.26,6000
2023-01-23 17:00:00,157.05,12.25,6000
2023-01-23 18:00:00,147.1,11.8,6000
2023-01-23 19:00:00,150.16,12.37,6000
2023-01-23 20:00:00,147.93,11.98,6000
2023-01-23 21:00:00,169.0,13.33,6000
2023-01-23 22:00:00,162.68,12.93,6000
2023-01-23 23:00:00,169.79,13.17,6000
2023-01-24 00:00:00,160.16,13.45,6000
2023-01-24 01:00:00,181.28,14.11,6000
2023-01-24 02:00:00,157.61,11.91,6000
2023-01-24 03:00:00,162.88,12.86,6000
2023-01-24 04:00:00,184.29,14.37,6000
2023-01-24 05:00:00,163.01,13.37,6000
2023-01-24 06:00:00,160.12,13.06,6000
2023-01-24 07:00:00,166.64,13.01,6000
2023-01-24 08:00:00,157.72,12.11,6000
2023-01-24 09:00:00,158.59,12.62,6000
2023-01-24 10:00:00,176.79,14.58,6000
2023-01-24 11:00:00,154.75,12.69,6000
2023-01-24 12:00:00,151.18,12.03,6000
2023-01-24 13:00:00,145.78,11.38,6000
2023-01-24 14:00:00,154.62,12.82,6000
2023-01-24 15:00:00,154.91,12.72,6000
2023-01-24 16:00:00,172.34,13.98,6000
2023-01-24 17:00:00,167.39,13.31,6000
2023-01-24 18:00:00,161.52,12.71,6000
2023-01-24 19:00:00,142.71,11.63,6000
2023-01-24 20:00:00,155.8,11.84,6000
2023-01-24 21:00:00,137.93,10.83,6000
2023-01-24 22:00:00,174.12,14.51,6000
2023-01-24 23:00:00,181.23,14.56,6000
2023-01-25 00:00:00,150.43,12.77,6000
2023-01-25 01:00:00,155.99,12.44,6000
2023-01-25 02:00:00,146.7,12.43,6000
2023-01-25 03:00:00,143.07,11.52,6000
